Event ID	Event Date	Source Name	Source Sectors	Source Country	Event Text	CAMEO Code	Intensity	Target Name	Target Sectors	Target Country	Story ID	Sentence Number	Publisher	City	District	Province	Country	Latitude	Longitude
33847358	2018-11-30	Russia		Russian Federation	Express intent to engage in diplomatic cooperation (such as policy support)	032	4.5	Saudi Arabia		Saudi Arabia	48636312	5	The Oil Daily	Moscow		Moskva	Russian Federation	55.7522	37.6156
33847359	2018-11-30	Mohammed bin Salman	Government,Executive	Saudi Arabia	Express intent to meet or negotiate	036	4	Vladimir Putin	Elite,Executive Office,Executive,Center Right,Ideological,Parties,Government,(National) Major Party	Russian Federation	48636312	5	The Oil Daily	Riyadh		Mintaqat ar Riyad	Saudi Arabia	24.6877	46.7219
33847360	2018-11-30	Vladimir Putin	Elite,Executive Office,Executive,Center Right,Ideological,Parties,Government,(National) Major Party	Russian Federation	Express intent to meet or negotiate	036	4	Mohammed bin Salman	Government,Executive	Saudi Arabia	48636312	5	The Oil Daily	Moscow		Moskva	Russian Federation	55.7522	37.6156
33845163	2018-12-03	Russia		Russian Federation	Threaten with military force	138	-7	Ukraine		Ukraine	48631553	1	Reuters News	Moscow		Moskva	Russian Federation	55.7522	37.6156
33845316	2018-12-03	Media Personnel (United Kingdom)	Media,Social	United Kingdom	Make statement	010	0	People Associated with the Opposition (United Kingdom)	Protestors / Popular Opposition / Mobs,Dissident	United Kingdom	48631753	2	Reuters News			Britain	United Kingdom	53.5938	-1.86823
33845696	2018-12-03	Head of Government (Mexico)	Executive,Government,Executive Office	Mexico	Engage in diplomatic cooperation	050	3.5	Canada		Canada	48632545	1	Reuters News				Canada	45.4112	-75.6981
33846145	2018-12-03	Benjamin Netanyahu	International Ethnic,Elite,Executive Office,Parties,Foreign Ministry,(National) Major Party,Government,Jews,Center Right,Executive,Ideological	Israel	Make a visit	042	1.9	Israel		Israel	48633681	1	The Jerusalem Post	Jerusalem		Jerusalem District	Israel	31.769	35.2163
33846146	2018-12-03	Israel		Israel	Host a visit	043	2.8	Benjamin Netanyahu	International Ethnic,Elite,Executive Office,Parties,Foreign Ministry,(National) Major Party,Government,Jews,Center Right,Executive,Ideological	Israel	48633681	1	The Jerusalem Post	Jerusalem		Jerusalem District	Israel	31.769	35.2163
33846295	2018-12-03	Media (Hungary)	Social,Media	Hungary	Make statement	010	0	Foreign Affairs (Israel)	Foreign Ministry,Executive,Government	Israel	48633687	1	The Jerusalem Post				Hungary	47.498	19.0399
33846296	2018-12-03	Media (Hungary)	Social,Media	Hungary	Reject	120	-4	Hungary		Hungary	48633687	6	The Jerusalem Post	Budapest		Budapest fovaros	Hungary	47.498	19.0399
33846300	2018-12-03	United States		United States	Engage in diplomatic cooperation	050	3.5	Kazakhstan		Kazakhstan	48633689	4	The Jerusalem Post	Astana		Astana Qalasy	Kazakhstan	51.1801	71.446
33846301	2018-12-03	Kazakhstan		Kazakhstan	Engage in diplomatic cooperation	050	3.5	United States		United States	48633689	4	The Jerusalem Post	Astana		Astana Qalasy	Kazakhstan	51.1801	71.446
33846284	2018-12-03	United States		United States	Accuse	112	-2	Iran		Iran	48633693	1	The Jerusalem Post	Tehran		Tehran Province	Iran	35.6944	51.4215
33846172	2018-12-03	Fatah	Parties,Center Left,Dissident,Ideological,(National) Major Party	Occupied Palestinian Territory	Criticize or denounce	111	-2	United States		United States	48633695	1	The Jerusalem Post				United States	38.8951	-77.0364
33846280	2018-12-03	United States		United States	Criticize or denounce	111	-2	United Nations	International Government Organization,Global Diplomatic IGOs,Global		48633696	1	The Jerusalem Post			Florida	United States	28.7505	-82.5001
33846281	2018-12-03	United Nations	International Government Organization,Global Diplomatic IGOs,Global		Criticize or denounce	111	-2	Hamas	(National) Major Party,Dissident,Parties,International Religious,Muslim,Nongovernmental Organization (International)	Occupied Palestinian Territory	48633696	1	The Jerusalem Post			Florida	United States	28.7505	-82.5001
33846282	2018-12-03	United States		United States	Criticize or denounce	111	-2	Hamas	(National) Major Party,Dissident,Parties,International Religious,Muslim,Nongovernmental Organization (International)	Occupied Palestinian Territory	48633696	1	The Jerusalem Post			Florida	United States	28.7505	-82.5001
33846252	2018-12-03	Benjamin Netanyahu	International Ethnic,Elite,Executive Office,Parties,Foreign Ministry,(National) Major Party,Government,Jews,Center Right,Executive,Ideological	Israel	Make statement	010	0	Police (Israel)	Police,Government	Israel	48633702	2	The Jerusalem Post				Israel	31.779	35.2253
33846253	2018-12-03	People Associated with the Opposition (Israel)	Dissident,Protestors / Popular Opposition / Mobs	Israel	Appeal for change in leadership	0241	-0.3	Benjamin Netanyahu	International Ethnic,Elite,Executive Office,Parties,Foreign Ministry,(National) Major Party,Government,Jews,Center Right,Executive,Ideological	Israel	48633702	5	The Jerusalem Post				Israel	31.779	35.2253
33846299	2018-12-03	Tzipi Livni	Centrist,International Ethnic,Jews,Parties,(National) Major Party,Ideological	Israel	Demand	100	-5	Benjamin Netanyahu	International Ethnic,Elite,Executive Office,Parties,Foreign Ministry,(National) Major Party,Government,Jews,Center Right,Executive,Ideological	Israel	48633704	2	The Jerusalem Post				Israel	31.779	35.2253
33844793	2018-12-05	Theresa May	Executive,Ideological,Center Right,Elite,Parties,(National) Major Party,Executive Office,Government	United Kingdom	Sign formal agreement	057	8	European Union	International Government Organization,Regional,Regional Diplomatic IGOs		48630780	3	Al Jazeera English	London	Greater London	England	United Kingdom	51.5085	-0.12574
33844794	2018-12-05	European Union	International Government Organization,Regional,Regional Diplomatic IGOs		Sign formal agreement	057	8	Theresa May	Executive,Ideological,Center Right,Elite,Parties,(National) Major Party,Executive Office,Government	United Kingdom	48630780	3	Al Jazeera English	London	Greater London	England	United Kingdom	51.5085	-0.12574
33844806	2018-12-05	Party Member (Serbia)	Parties	Serbia	Make statement	010	0	Military (Kosovo)	Military,Government	Kosovo	48630781	4	Al Jazeera English	Belgrade		Central Serbia	Serbia	44.804	20.4651
33844807	2018-12-05	Kosovo		Kosovo	Deny responsibility	016	-5	Turkmenistan		Turkmenistan	48630781	4	Al Jazeera English	Belgrade		Central Serbia	Serbia	44.804	20.4651
33844784	2018-12-05	Rodrigo Duterte	Executive Office,Government,Executive	Philippines	Make statement	010	0	Catholic Bishop (Philippines)	Catholic,National Religious,Social,International Religious	Philippines	48630832	2	Al Jazeera English				Philippines	14.6042	120.982
33844855	2018-12-05	Member of Legislative (Govt) (Lebanon)	Legislative / Parliamentary,Government	Lebanon	Make statement	010	0	Israel		Israel	48631034	2	Al Jazeera English				Lebanon	33.8889	35.4944
33844857	2018-12-05	Israel		Israel	Accuse	112	-2	Hezbollah	Social,International Religious,Organized Violent,Far Left,Shia,National Religious,Parties,Dissident,(National) Minor Party,Ideological	Lebanon	48631034	3	Al Jazeera English				Lebanon	33.8889	35.4944
33844856	2018-12-05	Nabih Berri	International Religious,Center Right,Unicameral,Shia,Parties,(National) Minor Party,Ideological,Legislative / Parliamentary,Government	Lebanon	Make statement	010	0	Lebanon		Lebanon	48631034	5	Al Jazeera English				Lebanon	33.8889	35.4944
33844951	2018-12-05	Protester (Israel)	Dissident,Protestors / Popular Opposition / Mobs	Israel	Demonstrate or rally	141	-6.5	Unspecified Actor	Unspecified		48631100	2	Israel Faxx	Tel Aviv		Tel Aviv District	Israel	32.0809	34.7806
33844950	2018-12-05	Protester (Israel)	Dissident,Protestors / Popular Opposition / Mobs	Israel	Make an appeal or request	020	3	Benjamin Netanyahu	Ideological,Center Right,Executive,Government,Executive Office,(National) Major Party,International Ethnic,Foreign Ministry,Elite,Parties,Jews	Israel	48631100	3	Israel Faxx	Tel Aviv		Tel Aviv District	Israel	32.0809	34.7806
33844922	2018-12-05	Lithuania		Lithuania	Praise or endorse	051	3.4	United Nations	International Government Organization,Global,Global Diplomatic IGOs		48631108	1	Baltic Daily	Vilnius	Vilnius	Vilniaus Apskritis	Lithuania	54.6892	25.2798
33845113	2018-12-05	Theresa May	Executive,Government,Executive Office,Elite,Parties,(National) Major Party,Ideological,Center Right	United Kingdom	Sign formal agreement	057	8	European Union	Regional Diplomatic IGOs,Regional,International Government Organization		48631573	3	Al Jazeera English				United Kingdom	51.5085	-0.12574
33845114	2018-12-05	European Union	Regional Diplomatic IGOs,Regional,International Government Organization		Sign formal agreement	057	8	Theresa May	Executive,Government,Executive Office,Elite,Parties,(National) Major Party,Ideological,Center Right	United Kingdom	48631573	3	Al Jazeera English				United Kingdom	51.5085	-0.12574
33845732	2018-12-05	Theresa May	Elite,(National) Major Party,Parties,Executive,Ideological,Executive Office,Center Right,Government	United Kingdom	Sign formal agreement	057	8	European Union	International Government Organization,Regional Diplomatic IGOs,Regional		48632963	3	Al Jazeera English				United Kingdom	51.5085	-0.12574
33845733	2018-12-05	European Union	International Government Organization,Regional Diplomatic IGOs,Regional		Sign formal agreement	057	8	Theresa May	Elite,(National) Major Party,Parties,Executive,Ideological,Executive Office,Center Right,Government	United Kingdom	48632963	3	Al Jazeera English				United Kingdom	51.5085	-0.12574
33844801	2018-12-06	China		China	Express intent to engage in diplomatic cooperation (such as policy support)	032	4.5	Sao Tome and Principe		Sao Tome and Principe	48630712	3	Xinhua News Agency	Beijing		Beijing Shi	China	39.9075	116.397
33844789	2018-12-06	Military (Ukraine)	Government,Military	Ukraine	fight with small arms and light weapons	193	-10	Ukraine		Ukraine	48630713	1	ITAR Tass	Lozovoye		Sums'ka Oblast'	Ukraine	50.7333	33.4667
